type,risk,maptype,mapping
diagnosis,7,secondary,Other screening mammogram
diagnosis,7,secondary,Nausea alone
diagnosis,7,secondary,"Transient ischemic attack (TIA), and cerebral infarction without residual deficits"
diagnosis,7,secondary,Headache
diagnosis,7,secondary,Acute respiratory failure following trauma and surgery
diagnosis,7,secondary,Hyperpotassemia
diagnosis,7,secondary,Old myocardial infarction
diagnosis,8,secondary,Unspecified single disease
diagnosis,8,secondary,Long-term (current) use of other medications
diagnosis,8,secondary,"Acute kidney failure, unspecified"
diagnosis,8,secondary,Malignant essential hypertension
diagnosis,8,secondary,"Anemia, unspecified"
diagnosis,8,secondary,Other
diagnosis,8,secondary,Fitting and adjustment of vascular catheter
diagnosis,8,secondary,Other nonspecific abnormal finding of lung field
diagnosis,8,secondary,Shortness of breath
diagnosis,8,secondary,Hyposmolality and/or hyponatremia
diagnosis,8,secondary,"Abdominal pain, unspecified site"
diagnosis,8,secondary,Pain in limb
diagnosis,8,secondary,Long-term (current) use of aspirin
diagnosis,8,secondary,History of tobacco use
diagnosis,8,secondary,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified"
diagnosis,8,secondary,Unspecified essential hypertension
diagnosis,8,secondary,Hypopotassemia
diagnosis,8,secondary,"Fever, unspecified"
diagnosis,8,secondary,Other malaise and fatigue
diagnosis,8,secondary,Cough
diagnosis,8,secondary,"Chest pain, unspecified"
diagnosis,8,secondary,Unspecified septicemia
diagnosis,8,secondary,Hypoxemia
diagnosis,8,secondary,Long-term (current) use of insulin
diagnosis,8,secondary,Other specified aftercare
diagnosis,8,secondary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,8,secondary,"Pneumonia, organism unspecified"
diagnosis,8,secondary,Other respiratory abnormalities
diagnosis,8,secondary,Esophageal reflux
diagnosis,8,secondary,Dehydration
diagnosis,8,secondary,"Chronic kidney disease, Stage III (moderate)"
diagnosis,8,secondary,"Chronic kidney disease, unspecified"
diagnosis,8,secondary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,8,secondary,"Anxiety state, unspecified"
diagnosis,8,secondary,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
diagnosis,8,secondary,Pulmonary collapse
diagnosis,8,secondary,Nausea alone
diagnosis,8,secondary,Diarrhea
diagnosis,8,secondary,Edema
diagnosis,8,secondary,Headache
diagnosis,8,secondary,Swelling of limb
diagnosis,8,secondary,"Constipation, unspecified"
diagnosis,8,secondary,Cardiomegaly
diagnosis,8,secondary,Acidosis
diagnosis,8,secondary,Other and unspecified hyperlipidemia
diagnosis,8,secondary,Coronary atherosclerosis of native coronary artery
diagnosis,8,secondary,Other chronic pain
diagnosis,8,secondary,Acute respiratory failure
diagnosis,8,secondary,Acute respiratory failure following trauma and surgery
diagnosis,8,secondary,"Other diseases of lung, not elsewhere classified"
diagnosis,8,secondary,Nonspecific abnormal electrocardiogram [ECG] [EKG]
diagnosis,8,secondary,Other specified medicinal agents
diagnosis,8,secondary,Lumbago
diagnosis,8,secondary,Altered mental status
diagnosis,8,secondary,Anemia in chronic kidney disease
diagnosis,8,secondary,Obstructive sleep apnea (adult)(pediatric)
diagnosis,8,secondary,Encounter for therapeutic drug monitoring
diagnosis,8,secondary,Nausea with vomiting
diagnosis,8,secondary,Other specified preoperative examination
diagnosis,8,secondary,Other abnormal blood chemistry
diagnosis,8,secondary,Other problems related to lifestyle
diagnosis,8,secondary,Myopia
diagnosis,8,secondary,"Leukocytosis, unspecified"
diagnosis,8,secondary,"Thrombocytopenia, unspecified"
diagnosis,8,secondary,Pure hypercholesterolemia
diagnosis,8,secondary,Unspecified disorder of kidney and ureter
diagnosis,8,secondary,"Asthma, unspecified type, unspecified"
diagnosis,8,secondary,"Tachycardia, unspecified"
diagnosis,8,secondary,"Obesity, unspecified"
diagnosis,8,secondary,Methicillin resistant Staphylococcus aureus
diagnosis,8,secondary,Other chest pain
diagnosis,8,secondary,Hyperpotassemia
diagnosis,8,secondary,"Hypotension, unspecified"
diagnosis,8,secondary,Obstructive chronic bronchitis without exacerbation
diagnosis,8,secondary,"Backache, unspecified"
diagnosis,8,secondary,Cellulitis and abscess of unspecified sites
diagnosis,8,secondary,"Congestive heart failure, unspecified"
diagnosis,8,secondary,"Encephalopathy, unspecified"
diagnosis,8,secondary,Other fluid overload
diagnosis,8,secondary,Disorders of magnesium metabolism
diagnosis,8,secondary,"Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled"
diagnosis,8,secondary,Fitting and adjustment of non-vascular catheter NEC
diagnosis,9,secondary,Long-term (current) use of other medications
diagnosis,9,secondary,Unspecified single disease
diagnosis,9,secondary,Other nonspecific abnormal finding of lung field
diagnosis,9,secondary,Shortness of breath
diagnosis,9,secondary,Malignant essential hypertension
diagnosis,9,secondary,Fitting and adjustment of vascular catheter
diagnosis,9,secondary,History of tobacco use
diagnosis,9,secondary,"Abdominal pain, unspecified site"
diagnosis,9,secondary,Other malaise and fatigue
diagnosis,9,secondary,"Anemia, unspecified"
diagnosis,9,secondary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,9,secondary,Pain in limb
diagnosis,9,secondary,"Acute kidney failure, unspecified"
diagnosis,9,secondary,"Chest pain, unspecified"
diagnosis,9,secondary,"Fever, unspecified"
diagnosis,9,secondary,Hyposmolality and/or hyponatremia
diagnosis,9,secondary,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified"
diagnosis,9,secondary,Swelling of limb
diagnosis,9,secondary,Other respiratory abnormalities
diagnosis,9,secondary,Other
diagnosis,9,secondary,Long-term (current) use of aspirin
diagnosis,9,secondary,"Chronic kidney disease, unspecified"
diagnosis,9,secondary,Dehydration
diagnosis,9,secondary,Other chronic pain
diagnosis,9,secondary,Altered mental status
diagnosis,9,secondary,Muscle weakness (generalized)
diagnosis,9,secondary,Unspecified septicemia
diagnosis,9,secondary,Nausea with vomiting
diagnosis,9,secondary,Nausea alone
diagnosis,9,secondary,"Pneumonia, organism unspecified"
diagnosis,9,secondary,Pulmonary collapse
diagnosis,9,secondary,"Other diseases of lung, not elsewhere classified"
diagnosis,9,secondary,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
diagnosis,9,secondary,"Leukocytosis, unspecified"
diagnosis,9,secondary,Hypopotassemia
diagnosis,9,secondary,Long-term (current) use of insulin
diagnosis,9,secondary,Other chest pain
diagnosis,9,secondary,Hyperpotassemia
diagnosis,9,secondary,Old myocardial infarction
diagnosis,9,secondary,Unspecified essential hypertension
diagnosis,9,secondary,Cardiomegaly
diagnosis,9,secondary,Other and unspecified hyperlipidemia
diagnosis,9,secondary,Cough
diagnosis,9,secondary,"Tachycardia, unspecified"
diagnosis,9,secondary,Nonspecific abnormal electrocardiogram [ECG] [EKG]
diagnosis,9,secondary,Hypoxemia
diagnosis,9,secondary,Encounter for palliative care
diagnosis,9,secondary,Other specified preoperative examination
diagnosis,9,secondary,"Constipation, unspecified"
diagnosis,9,secondary,Secondary hyperparathyroidism (of renal origin)
diagnosis,9,secondary,Acidosis
diagnosis,9,secondary,"Iron deficiency anemia, unspecified"
diagnosis,9,secondary,"Congestive heart failure, unspecified"
diagnosis,9,secondary,"Anxiety state, unspecified"
diagnosis,9,secondary,Encounter for antineoplastic chemotherapy
diagnosis,9,secondary,"Transient ischemic attack (TIA), and cerebral infarction without residual deficits"
diagnosis,9,secondary,"Unspecified adverse effect of other drug, medicinal and biological substance"
diagnosis,9,secondary,History of fall
diagnosis,9,secondary,Other specified aftercare
diagnosis,9,secondary,Tobacco use disorder
diagnosis,9,secondary,Anemia in chronic kidney disease
diagnosis,9,secondary,Disorders of magnesium metabolism
diagnosis,9,secondary,Coronary atherosclerosis of native coronary artery
diagnosis,9,secondary,Obstructive chronic bronchitis without exacerbation
diagnosis,9,secondary,"Backache, unspecified"
diagnosis,9,secondary,Esophageal reflux
diagnosis,9,secondary,Unspecified vitamin D deficiency
diagnosis,9,secondary,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled"
diagnosis,9,secondary,Acute posthemorrhagic anemia
diagnosis,9,secondary,Fitting and adjustment of non-vascular catheter NEC
diagnosis,9,secondary,Other problems related to lifestyle
diagnosis,9,secondary,Noncompliance with medical treatment
diagnosis,9,secondary,Other abnormal blood chemistry
diagnosis,9,secondary,"Dysphagia, unspecified"
diagnosis,9,secondary,Diarrhea
diagnosis,9,secondary,"Thrombocytopenia, unspecified"
diagnosis,9,secondary,Unspecified viral hepatitis C without hepatic coma
diagnosis,9,secondary,Other acute pain
diagnosis,9,secondary,Obstructive sleep apnea (adult)(pediatric)
diagnosis,9,secondary,"Encephalopathy, unspecified"
diagnosis,9,secondary,Acute respiratory failure
diagnosis,9,secondary,"Asthma, unspecified type, unspecified"
diagnosis,9,secondary,Unspecified disorder of kidney and ureter
diagnosis,9,secondary,Edema
diagnosis,10,secondary,Long-term (current) use of other medications
diagnosis,10,secondary,Shortness of breath
diagnosis,10,secondary,Other nonspecific abnormal finding of lung field
diagnosis,10,secondary,Unspecified single disease
diagnosis,10,secondary,History of tobacco use
diagnosis,10,secondary,"Abdominal pain, unspecified site"
diagnosis,10,secondary,Malignant essential hypertension
diagnosis,10,secondary,"Anemia, unspecified"
diagnosis,10,secondary,Other malaise and fatigue
diagnosis,10,secondary,"Chest pain, unspecified"
diagnosis,10,secondary,Unspecified septicemia
diagnosis,10,secondary,"Fever, unspecified"
diagnosis,10,secondary,Nausea alone
diagnosis,10,secondary,Encounter for antineoplastic chemotherapy
diagnosis,10,secondary,Fitting and adjustment of vascular catheter
diagnosis,10,secondary,"Acute kidney failure, unspecified"
diagnosis,10,secondary,Hyposmolality and/or hyponatremia
diagnosis,10,secondary,Pain in limb
diagnosis,10,secondary,Cough
diagnosis,10,secondary,"Anxiety state, unspecified"
diagnosis,10,secondary,Unspecified essential hypertension
diagnosis,10,secondary,Nonspecific abnormal electrocardiogram [ECG] [EKG]
diagnosis,10,secondary,"Tachycardia, unspecified"
diagnosis,10,secondary,Swelling of limb
diagnosis,10,secondary,Pulmonary collapse
diagnosis,10,secondary,Esophageal reflux
diagnosis,10,secondary,"Pneumonia, organism unspecified"
diagnosis,10,secondary,Tobacco use disorder
diagnosis,10,secondary,Hypoxemia
diagnosis,10,secondary,Long-term (current) use of aspirin
diagnosis,10,secondary,Personal history of antineoplastic chemotherapy
diagnosis,10,secondary,Other
diagnosis,10,secondary,Other problems related to lifestyle
diagnosis,10,secondary,Nausea with vomiting
diagnosis,10,secondary,Dehydration
diagnosis,10,secondary,Other chronic pain
diagnosis,10,secondary,Altered mental status
diagnosis,10,secondary,Other respiratory abnormalities
diagnosis,10,secondary,Other chest pain
diagnosis,10,secondary,"Other diseases of lung, not elsewhere classified"
diagnosis,10,secondary,"Constipation, unspecified"
diagnosis,10,secondary,"Backache, unspecified"
diagnosis,10,secondary,Secondary malignant neoplasm of bone and bone marrow
diagnosis,10,secondary,Other specified medicinal agents
diagnosis,10,secondary,Encounter for palliative care
diagnosis,10,secondary,Other abnormal blood chemistry
diagnosis,10,secondary,Other acute pain
diagnosis,10,secondary,Lumbago
diagnosis,10,secondary,Obstructive chronic bronchitis without exacerbation
diagnosis,10,secondary,Headache
diagnosis,10,secondary,Edema
diagnosis,10,secondary,Acute respiratory failure
diagnosis,10,secondary,"Depressive disorder, not elsewhere classified"
diagnosis,10,secondary,Cardiomegaly
diagnosis,10,secondary,"Iron deficiency anemia, unspecified"
diagnosis,10,secondary,Diarrhea
diagnosis,10,secondary,"Abdominal pain, generalized"
diagnosis,10,secondary,Other specified aftercare
diagnosis,10,secondary,Noncompliance with medical treatment
diagnosis,10,secondary,Radiotherapy
diagnosis,10,secondary,Fitting and adjustment of non-vascular catheter NEC
diagnosis,10,secondary,Anemia in chronic kidney disease
diagnosis,10,secondary,"Thrombocytopenia, unspecified"
diagnosis,10,secondary,"Major depressive affective disorder, single episode, unspecified"
diagnosis,10,secondary,Hyperpotassemia
diagnosis,10,secondary,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
diagnosis,10,secondary,Neoplasm related pain (acute) (chronic)
diagnosis,10,secondary,Unspecified pleural effusion
diagnosis,10,secondary,"Chronic kidney disease, unspecified"
diagnosis,10,secondary,Unspecified disorder of kidney and ureter
diagnosis,10,secondary,Other disorders of bone and cartilage
diagnosis,10,secondary,Dizziness and giddiness
diagnosis,10,secondary,Muscle weakness (generalized)
diagnosis,10,secondary,Pulmonary congestion and hypostasis
diagnosis,10,secondary,"Asthma, unspecified type, unspecified"
diagnosis,10,secondary,Acute respiratory failure following trauma and surgery
diagnosis,10,secondary,Other acute postoperative pain
diagnosis,10,secondary,"Congestive heart failure, unspecified"
diagnosis,10,secondary,"Hypotension, unspecified"
diagnosis,10,secondary,Other fluid overload
diagnosis,10,secondary,Other malignant neoplasm without specification of site
diagnosis,10,secondary,"Leukocytosis, unspecified"
diagnosis,10,secondary,"Abdominal pain, other specified site"
diagnosis,10,secondary,Solitary pulmonary nodule
diagnosis,10,secondary,Sepsis
diagnosis,10,secondary,Other specified preoperative examination
