Cost,RiskAdjustedCost,Frequency,Minor,Major,PCPID,PCPNPI,memberMonths,ServiceProviderID,InNetwork
84.94,18.12,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1831180645,1
221.15,437.26,1,Dermatology,Specialist Visits,1003848532,1003848532,1738,1841424272,0
84.78,91.93,1,Chiropractor,Specialist Visits,1003981705,1003981705,736,1598809220,0
253.54,125.33,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1679564207,0
919.88,5072.89,8,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1730384314,1
530.42,1469.54,3,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1740355148,1
72.01,403.41,1,Chiropractor,Specialist Visits,1003944604,1003944604,304,1366461519,0
113.12,120.65,1,Orthopaedic Surgery,Specialist Visits,1003944604,1003944604,304,1417997743,0
173.70,176.93,1,Dermatology,Specialist Visits,1003981705,1003981705,736,1023218237,0
84.23,202.23,1,Chiropractor,Specialist Visits,1003981705,1003981705,736,1831100593,0
30.00,25.21,1,Chiropractor,Specialist Visits,1003981705,1003981705,736,1841345774,0
89.56,24.92,1,Podiatrist,Specialist Visits,1003981705,1003981705,736,1902809411,0
73.02,1227.20,1,Chiropractor,Specialist Visits,1003981705,1003981705,736,1972688273,0
194.07,434.88,1,Dermatology,Specialist Visits,1003981705,1003981705,736,1992766596,0
109.57,12.74,1,Otolaryngology,Specialist Visits,1013039601,1013039601,57,1245232859,0
201.94,1696.94,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1881676989,1
354.65,332.24,2,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1912988189,0
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1922065820,1
491.40,4779.18,6,Chiropractor,Specialist Visits,1003981705,1003981705,736,1346425485,0
226.94,1192.20,2,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1356397541,1
344.30,967.42,3,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1417022054,1
176.42,14.12,1,Orthopaedic Surgery,Specialist Visits,1013039601,1013039601,57,1275525123,0
259.71,128.38,1,Otolaryngology,Specialist Visits,1003848532,1003848532,1738,1306837406,0
90.87,145.38,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1306848890,1
277.50,847.96,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1356326441,0
18550.17,58236.30,104,Otolaryngology,Specialist Visits,1003848532,1003848532,1738,1356332472,1
203.13,620.71,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1356498489,0
134.63,282.83,1,Orthopaedic Surgery,Specialist Visits,1003854399,1003854399,372,1114127685,0
338.26,763.67,3,Otolaryngology,Specialist Visits,1003854399,1003854399,372,1235395500,1
113.52,953.93,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1710100854,1
73.02,175.31,1,Chiropractor,Specialist Visits,1003848532,1003848532,1738,1366461519,0
264.17,369.98,1,Dermatology,Specialist Visits,1003848532,1003848532,1738,1376778217,0
1800.66,3222.03,14,Dermatology,Specialist Visits,1003848532,1003848532,1738,1417184144,1
73.02,129.18,1,Chiropractor,Specialist Visits,1003848532,1003848532,1738,1417345430,0
30.00,42.02,1,Chiropractor,Specialist Visits,1003848532,1003848532,1738,1427123298,0
118.84,570.65,1,Plastic Surgery,Specialist Visits,1003854399,1003854399,372,1447578901,1
344.20,4173.60,3,Dermatology,Specialist Visits,1003854399,1003854399,372,1487881371,1
30.00,36.01,1,Chiropractor,Specialist Visits,1003854399,1003854399,372,1518075340,0
322.36,573.69,2,Orthopaedic Surgery,Specialist Visits,1003854399,1003854399,372,1740355148,1
192.00,280.59,1,Orthopaedic Surgery,Specialist Visits,1003854399,1003854399,372,1770651440,0
118.30,77.97,1,Dermatology,Specialist Visits,1003854399,1003854399,372,1851656516,1
189.74,82.83,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1942248232,0
84.78,98.27,1,Chiropractor,Specialist Visits,1003981705,1003981705,736,1942498852,0
513.94,136.44,3,Otolaryngology,Specialist Visits,1003848532,1003848532,1738,1497746507,1
84.78,569.94,1,Chiropractor,Specialist Visits,1003854399,1003854399,372,1942498852,0
156.93,5274.86,2,Chiropractor,Specialist Visits,1003854399,1003854399,372,1962426403,0
72.78,244.63,1,Chiropractor,Specialist Visits,1003855099,1003855099,333,1003973058,0
84.23,43.56,1,Chiropractor,Specialist Visits,1003855099,1003855099,333,1124107404,0
305.71,2085.12,2,Otolaryngology,Specialist Visits,1003855099,1003855099,333,1235395500,1
84.78,474.95,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1043232242,0
4105.43,11528.75,35,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1043370604,0
194.07,362.40,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1043410038,0
73.02,136.36,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1063520385,0
277.50,373.10,1,Podiatrist,Specialist Visits,1013095041,1013095041,1979,1083699052,0
336.48,1222.00,2,Dermatology,Specialist Visits,1003917626,1003917626,141,1417184144,1
198.38,1111.35,1,Otolaryngology,Specialist Visits,1003917626,1003917626,141,1831169127,1
42.52,34.01,1,Orthopaedic Surgery,Specialist Visits,1003917626,1003917626,141,1841283942,1
163.74,1375.94,1,Orthopaedic Surgery,Specialist Visits,1003917626,1003917626,141,1902828304,1
317.00,1775.88,1,Dermatology,Specialist Visits,1003944604,1003944604,304,1003136771,1
0.00,0.00,1,Chiropractor,Specialist Visits,1003944604,1003944604,304,1457456014,0
3477.70,17516.68,27,Dermatology,Specialist Visits,1013095041,1013095041,1979,1104923069,0
144.70,169.47,8,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1104986918,0
268.88,1147.66,2,Podiatrist,Specialist Visits,1013095041,1013095041,1979,1114920121,0
84.78,284.97,1,Chiropractor,Specialist Visits,1003944604,1003944604,304,1740233931,0
317.00,169.14,1,Dermatology,Specialist Visits,1003944604,1003944604,304,1932424264,1
157.56,748.33,2,Chiropractor,Specialist Visits,1003981705,1003981705,736,1114937869,0
72.78,111.20,1,Chiropractor,Specialist Visits,1003981705,1003981705,736,1134219041,0
73.02,79.17,1,Chiropractor,Specialist Visits,1003981705,1003981705,736,1194788604,0
172.21,25.39,1,Orthopaedic Surgery,Specialist Visits,1013039601,1013039601,57,1174584833,0
215.25,1033.59,1,Orthopaedic Surgery,Specialist Visits,1013039601,1013039601,57,1871530402,1
282.98,634.12,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1306975271,0
168.72,55.60,1,Dermatology,Specialist Visits,1003981705,1003981705,736,1316105943,1
340.26,597.69,3,Dermatology,Specialist Visits,1003981705,1003981705,736,1487811147,1
210.00,504.19,1,Otolaryngology,Specialist Visits,1003981705,1003981705,736,1528285921,1
93.26,85.26,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1154310381,0
669.78,2404.35,6,Otolaryngology,Specialist Visits,1013095041,1013095041,1979,1164400040,0
159.38,172.81,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1164611687,1
247.67,4162.44,1,Plastic Surgery,Specialist Visits,1003848532,1003848532,1738,1568418465,1
181.53,105.60,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1568426526,0
250.73,109.15,2,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1568467199,0
65.00,87.39,1,Chiropractor,Specialist Visits,1003981705,1003981705,736,1639268394,0
84.23,471.87,1,Chiropractor,Specialist Visits,1003981705,1003981705,736,1720257975,0
134.44,301.26,1,Otolaryngology,Specialist Visits,1003981705,1003981705,736,1780652214,0
195.12,3279.27,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1861469280,0
186.51,179.12,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1225010440,0
87.74,112.29,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1225135700,0
367.71,553.94,3,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1235197872,1
84.23,1415.60,1,Chiropractor,Specialist Visits,1003848532,1003848532,1738,1578602165,0
205.45,6905.75,1,Dermatology,Specialist Visits,1003848532,1003848532,1738,1578889911,0
265.63,129.40,1,Otolaryngology,Specialist Visits,1003848532,1003848532,1738,1639160609,0
204.44,572.65,1,Orthopaedic Surgery,Specialist Visits,1013039601,1013039601,57,1043259575,0
134.44,21.32,1,Podiatrist,Specialist Visits,1013039601,1013039601,57,1124089842,0
84.70,109.50,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1003090770,0
60.00,96.04,1,Chiropractor,Specialist Visits,1003848532,1003848532,1738,1689721326,0
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1730170358,0
84.70,49.95,1,Chiropractor,Specialist Visits,1003848532,1003848532,1738,1730267121,0
265.63,24.46,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1811033871,0
84.78,284.97,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1063712305,1
387.06,685.59,3,Otolaryngology,Specialist Visits,1013095041,1013095041,1979,1043205974,1
72.78,47.97,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1063712305,0
87.12,13.94,1,Podiatrist,Specialist Visits,1003848532,1003848532,1738,1821351263,0
153.34,206.17,1,Dermatology,Specialist Visits,1003848532,1003848532,1738,1831180504,0
172.26,322.04,2,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1114928280,0
134.44,115.87,1,Podiatrist,Specialist Visits,1013095041,1013095041,1979,1114933611,0
85.99,110.05,1,Podiatrist,Specialist Visits,1013095041,1013095041,1979,1134200801,0
202.11,323.50,1,Plastic Surgery,Specialist Visits,1013095041,1013095041,1979,1144391079,0
134.63,133.10,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1902996317,0
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1912908823,0
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1912972118,0
474.27,463.87,3,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1952369894,1
131.42,4417.40,1,Dermatology,Specialist Visits,1003848532,1003848532,1738,1952506552,0
89.31,11.43,1,Orthopaedic Surgery,Specialist Visits,1003848532,1003848532,1738,1972577716,0
87.81,187.31,1,Orthopaedic Surgery,Specialist Visits,1003854399,1003854399,372,1124288337,0
163.74,16.24,1,Orthopaedic Surgery,Specialist Visits,1003854399,1003854399,372,1164598801,1
250.00,8403.20,1,Otolaryngology,Specialist Visits,1003854399,1003854399,372,1376532275,0
323.52,503.74,2,Orthopaedic Surgery,Specialist Visits,1003854399,1003854399,372,1417022054,1
0.00,0.00,1,Chiropractor,Specialist Visits,1003854399,1003854399,372,1639183338,0
319.48,1290.01,2,Orthopaedic Surgery,Specialist Visits,1003854399,1003854399,372,1710100854,1
88.69,189.18,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1104812049,0
5841.12,23541.35,54,Podiatrist,Specialist Visits,1013095041,1013095041,1979,1144327214,0
113.52,65.79,1,Orthopaedic Surgery,Specialist Visits,1003854399,1003854399,372,1730384314,1
61.31,20.65,1,Plastic Surgery,Specialist Visits,1003854399,1003854399,372,1760623417,1
176.25,109.71,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1336382373,0
182.00,679.73,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1356326441,0
88.69,189.18,1,Dermatology,Specialist Visits,1013095041,1013095041,1979,1407806888,0
207.00,695.79,1,Orthopaedic Surgery,Specialist Visits,1003855099,1003855099,333,1710100854,1
101.20,117.30,1,Otolaryngology,Specialist Visits,1003855099,1003855099,333,1770578528,1
387.69,13031.35,1,Dermatology,Specialist Visits,1003855099,1003855099,333,1801868757,0
84.70,258.82,1,Chiropractor,Specialist Visits,1003855099,1003855099,333,1821396011,0
216.87,216.87,1,Dermatology,Specialist Visits,1003855099,1003855099,333,1841289519,0
134.57,646.18,1,Podiatrist,Specialist Visits,1003855099,1003855099,333,1932105095,0
84.78,407.10,1,Chiropractor,Specialist Visits,1003917626,1003917626,141,1013249911,0
86.42,92.17,1,Plastic Surgery,Specialist Visits,1013095041,1013095041,1979,1184704009,0
84.70,237.25,1,Chiropractor,Specialist Visits,1003917626,1003917626,141,1407852130,0
299.01,193.28,1,Orthopaedic Surgery,Specialist Visits,1003917626,1003917626,141,1730127051,1
202.11,970.50,1,Orthopaedic Surgery,Specialist Visits,1003917626,1003917626,141,1942293261,0
632.25,335.45,2,Dermatology,Specialist Visits,1003944604,1003944604,304,1447201850,1
84.70,1423.50,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1174510770,0
165.36,555.82,1,Plastic Surgery,Specialist Visits,1003944604,1003944604,304,1669410882,1
102.50,3445.31,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1124294855,0
286.68,9636.12,1,Otolaryngology,Specialist Visits,1003981705,1003981705,736,1174577928,1
148.95,5006.63,1,Dermatology,Specialist Visits,1013095041,1013095041,1979,1417168535,0
541.67,342.62,2,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1457318875,0
134.44,90.38,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1487628889,0
257.19,540.30,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1235197872,1
187.54,187.54,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1275793242,0
193.06,127.24,1,Otolaryngology,Specialist Visits,1003981705,1003981705,736,1326011180,0
155.00,51.58,1,Podiatrist,Specialist Visits,1003981705,1003981705,736,1326116203,0
566.65,264.54,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1346273687,0
277.50,518.20,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1356326441,0
169.40,847.32,2,Chiropractor,Specialist Visits,1003981705,1003981705,736,1447315148,0
218.61,209.95,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1588869168,0
282.98,282.98,1,Dermatology,Specialist Visits,1003981705,1003981705,736,1598963498,0
166.49,50.74,1,Otolaryngology,Specialist Visits,1003981705,1003981705,736,1699821280,0
113.42,476.55,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1699881516,1
207.66,303.48,1,Orthopaedic Surgery,Specialist Visits,1003981705,1003981705,736,1740250406,0
84.30,179.82,1,Dermatology,Specialist Visits,1013095041,1013095041,1979,1245216092,0
106.53,179.04,1,Dermatology,Specialist Visits,1003981705,1003981705,736,1801048921,0
114.85,122.49,1,Otolaryngology,Specialist Visits,1003981705,1003981705,736,1871564831,0
240.49,112.46,2,Otolaryngology,Specialist Visits,1003981705,1003981705,736,1952380529,0
72.70,1221.83,1,Chiropractor,Specialist Visits,1013039601,1013039601,57,1023111077,0
225.32,445.51,1,Orthopaedic Surgery,Specialist Visits,1013039601,1013039601,57,1043259575,1
348.63,7270.95,2,Dermatology,Specialist Visits,1013039601,1013039601,57,1093734691,0
176.25,25.98,1,Otolaryngology,Specialist Visits,1013039601,1013039601,57,1154323764,0
91.33,73.06,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1275723314,0
85.06,102.11,1,Podiatrist,Specialist Visits,1013095041,1013095041,1979,1518288778,0
136.26,70.52,2,Dermatology,Specialist Visits,1013095041,1013095041,1979,1538191846,0
111.91,39.79,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1558537951,0
70.00,87.14,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1568408482,0
93.26,28.42,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1568426526,0
617.03,3164.14,4,Dermatology,Specialist Visits,1013095041,1013095041,1979,1578889911,0
528.17,1057.33,4,Dermatology,Specialist Visits,1013095041,1013095041,1979,1285952846,0
875.10,4902.03,6,Dermatology,Specialist Visits,1013095041,1013095041,1979,1295775732,1
91.12,116.62,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1326029612,0
756.99,8444.12,6,Podiatrist,Specialist Visits,1013095041,1013095041,1979,1326253816,0
80.17,46.64,1,Podiatrist,Specialist Visits,1013095041,1013095041,1979,1376890582,0
144.78,521.65,3,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1659762508,1
169.01,136.24,2,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1679883219,1
0.00,0.00,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1356477103,0
460.12,7707.72,3,Otolaryngology,Specialist Visits,1013039601,1013039601,57,1407848039,0
145.56,170.63,2,Chiropractor,Specialist Visits,1013039601,1013039601,57,1841381324,0
60.00,41.16,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1417974395,0
346.59,769.56,2,Otolaryngology,Specialist Visits,1013095041,1013095041,1979,1457340853,0
445.66,424.00,3,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1750318887,0
186.51,522.43,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1053316356,0
217.95,73.26,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1063693489,0
86.43,110.62,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1790778322,0
350.75,2015.29,2,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1114985348,1
0.00,0.00,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1467596700,0
91.79,15.88,2,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1477669398,0
314.10,2179.95,8,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1497719280,1
410.90,1744.61,2,Dermatology,Specialist Visits,1013095041,1013095041,1979,1508862467,0
87.30,27.93,1,Otolaryngology,Specialist Visits,1013095041,1013095041,1979,1528040417,0
93.26,119.36,1,Dermatology,Specialist Visits,1013095041,1013095041,1979,1467442632,0
1591.90,3154.87,19,Podiatrist,Specialist Visits,1013095041,1013095041,1979,1467736603,0
322.78,349.81,3,Dermatology,Specialist Visits,1013095041,1013095041,1979,1891850343,0
82.96,176.96,1,Dermatology,Specialist Visits,1013095041,1013095041,1979,1548396260,0
145.40,393.70,2,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1568630531,0
0.00,0.00,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1578530465,0
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1578543880,0
90.14,144.21,1,Dermatology,Specialist Visits,1013095041,1013095041,1979,1598963498,0
84.74,90.38,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1164598801,1
86.42,92.17,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1194816728,0
1996.26,8766.54,15,Dermatology,Specialist Visits,1013095041,1013095041,1979,1497774962,0
210.03,7059.70,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1497891030,0
30.00,63.02,1,Chiropractor,Specialist Visits,1013095041,1013095041,1979,1508932526,0
464.96,1160.51,2,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1548253172,0
145.99,223.05,1,Orthopaedic Surgery,Specialist Visits,1013095041,1013095041,1979,1982633483,0
4.92,0.77,1,Podiatrist,Specialist Visits,1013123504,1013123504,80,1396929808,0
85.28,49.61,1,Orthopaedic Surgery,Specialist Visits,1013123504,1013123504,80,1598860546,0
128.63,102.89,1,Otolaryngology,Specialist Visits,1013123504,1013123504,80,1710145883,1
